X1	A_1_1	A_1_10	A_1_11	A_1_12	A_1_13	A_1_14	A_1_15	A_1_16	A_1_17	A_1_18	A_1_19	A_1_2	A_1_20	A_1_21	A_1_22	A_1_23	A_1_24	A_1_25	A_1_26	A_1_27	A_1_28	A_1_29	A_1_3	A_1_30	A_1_31	A_1_32	A_1_33	A_1_34	A_1_35	A_1_36	A_1_37	A_1_38	A_1_39	A_1_4	A_1_40	A_1_41	A_1_42	A_1_43	A_1_44	A_1_45	A_1_46	A_1_47	A_1_48	A_1_49	A_1_5	A_1_6	A_1_7	A_1_8	A_1_9
sp|O94806|KPCD3_HUMAN	22593.027	40215.951	37133.065	31387.965	32585.987	25569.978	41935.025	27443.943	32892.061	26914.941	15790.034	21776.9802	14465.993	12274.001	7157.013	17534.989	8197.0489	43605.063	29084.033	42746.038	13835	39526.98	45909.038	16488.008	60433	33638.04	24036.974	24932.9521	38932.04	9401.008	24779.976	46814.901	41476.955	39215.832	25600.9288	34260.97	19449.953	39904.105	20335.029	15298.0293	37152.997	32674.028	42559	39818.068	13664.95	33915.941	24360.025	33938.044	24922.095
sp|O94808|GFPT2_HUMAN	NA	2249.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1810.003	NA	NA	2431.986	NA	NA	2552.002	NA	NA	NA	NA	NA	NA	NA	NA	828.997	NA	2066.987	NA	NA	NA	NA	NA	498.0108	NA	NA	NA	1436.009	NA
sp|O94822|LTN1_HUMAN	79894.86	95001.12	40629.882	35648.979	108066.16	36352.96	84269.987	79826.1	105474.12	101887.94	34791.999	34741.039	27612.037	59610.99	NA	23761.041	26791.043	85581.98	79095.08	110338.11	47939.106	83006.86	101852.09	22954.95	99948.16	32421.07	35630.017	63157.099	73797.009	37340.038	47215.992	97864	73620.1	74847	56036.062	93088.06	54784.961	73386.836	65459.049	56221.009	85351.88	76228.936	78264.08	76815.09	39126.122	87539.91	49087.964	86762.9	55103.89
sp|O94826|TOM70_HUMAN	43917.97	82472.871	61159.018	62149.974	62006.881	52135.973	39717.94	63466.86	64566.03	66470.966	42741.07	27092.975	8373.991	47765.9518	27935.924	29883.02	19434.997	76206.979	43067.136	54015.981	41991.967	51935.04	99410.923	33001.052	62385.009	41272.033	70045.986	54866.001	67791.928	21159.963	47946.029	81179.939	70743.942	47985.966	43384.997	57096.04	23128.977	61147.064	57198.015	45811.973	56654.94	51275.117	48253.003	47201.06	44197.08	66754.938	65231.094	62571.032	30868.978
sp|O94829|IPO13_HUMAN	37561.03	66709.97	16678.008	32900.05	23029.034	20194.995	11746	22799.06	26174.948	43980.01	23513.01	7159.03	11471.032	23854.963	NA	7119.03	10973.95	71610.98	59500.85	60878.15	9523.96	70630.05	95491.15	2109.997	86242.92	17327.97	44470.176	13280.99	40684.96	5172.989	16357.969	84971.91	59731.9	45376.84	24734.9	63962.96	9969.03	58029.99	36607.98	19090.019	52606.02	50971.9	57304.95	61797.03	7760.97	62508.94	33015.95	48792	8579.01
sp|O94830|DDHD2_HUMAN	10025.026	14136.99	NA	9015.988	5517.051	NA	16718.009	9037.016	8601.96	15125.08	26134.028	NA	9805.035	26100.041	NA	NA	7927.019	17440.04	16307.029	15743.99	NA	13020.018	21013.022	NA	24404.89	7939.967	22917	5542.956	8883.016	NA	3962.011	15461.978	4955.048	13858.983	NA	14564.02	NA	16649.945	6416.985	35753.979	12183.002	13339.081	12815.06	15753.024	NA	12465.044	10056.991	13304.964	NA
sp|O94842|TOX4_HUMAN	2438.007	6565.04	3762.993	15007.005	5309.969	18739.977	6580.991	15008.013	11684.987	16967.001	4236.032	3051.988	NA	3023.995	2226.98	2195.982	3112.012	5507.986	13930.048	32577.897	2168.988	6780.988	19963.943	3775.019	31738.971	5312.981	4626.97	NA	4901.016	3450.011	3156.01	34585.061	4447.004	5334.027	4086.033	3543.981	3232	5704.006	3621.991	3821.982	5910.977	8255.996	5498.025	3856.003	3520.97	NA	5632.016	24424.985	2790.004
sp|O94855|SC24D_HUMAN	NA	6876.05	NA	NA	NA	1404.0118	NA	6380.972	5978.961	3581.964	NA	1272.012	NA	4631.981	NA	NA	NA	1213.9957	NA	NA	NA	NA	10453.003	NA	16840.012	NA	NA	NA	NA	NA	3422.022	NA	2854.985	4630.023	NA	7828.993	NA	2447.001	3845.995	NA	2250.014	8179.993	3660.998	4309.005	NA	5632.031	3231.011	4334.986	NA
sp|O94864|ST65G_HUMAN	7696.981	17031.008	18005.016	14414.006	6821.028	11323.976	25219.101	16928.985	10219.02	14382.033	6918.009	NA	3134.014	16825.009	NA	3164.988	4561	21205.005	24370.022	24069.949	2766.005	19374.961	NA	11615.1	15385.965	23923.024	NA	10591.959	16427.9596	6949.984	5458.989	42700.914	12007.0006	2350.013	19712.035	10250.962	1732.988	43518.08	9601.937	14503.971	20756.946	11816.047	17668.952	18218.989	14539.997	12527.991	11279.949	17411.007	12758.034
sp|O94868|FCSD2_HUMAN	46389.03	104306.05	52556.014	91211.041	91470.98	94772.78	16352.037	28597.013	69342.12	47840.004	57603.034	6624.9715	4460.9731	58121.047	17186.997	10841.057	26433.984	98473.25	84114.9	64699.186	38436.074	73723.01	87640.106	2156.993	93558.16	81441	89931.91	20418.01	51654	92956.07	32989.989	85617.11	81741.098	30442.06	48552.023	85014.97	29938.042	56311.077	50305.95	41540.008	62780.904	83941.03	64988.91	68517.152	27124.002	61830.14	57137.854	57222.803	33946.09
sp|O94874|UFL1_HUMAN	31429.996	97307.05	62933.02	62168	79148.12	76588.91	86433.05	69264.98	61436.96	55544.998	47400.983	44867.98	17148.027	52474.952	16710.974	18493.003	17265.049	85705.137	63237.039	80274.08	22125.079	77666.8	109292.23	15279.049	63304.08	45531.922	55447.07	35499.025	57285.98	57492.91	44521.004	62781.949	63589.021	77512.09	34555.891	74019.02	36256.056	73881.142	49215.001	40973.01	58600.97	89908.83	63176.04	74865.96	27062.004	58317.95	45599.017	79150.96	29503.96
sp|O94876|TMCC1_HUMAN	42680.978	61752.208	19296.055	28053.954	26608.009	29452.986	24935.967	28134.967	17702.957	32737.949	16427.026	19808.03	3306.986	12427.036	NA	9909.016	13043.967	28022.934	46786.03	44392.882	18583.99	32059.085	45672.951	7324.04	48723.04	24185.012	25829.018	25285.994	31594.975	17254.988	17239.002	32633.047	42653.972	30503.076	20234.965	42732.055	18281.977	23365.014	23149.977	12017.983	27940.076	29551.037	29676.05	26497.002	16194.964	28237.989	29599.019	33981.004	23189.087
sp|O94880|PHF14_HUMAN	NA	2430.021	5948.992	6490	7975.999	NA	NA	618.9913	NA	NA	2860.994	NA	1664.002	2722.008	2167.978	NA	2042.013	NA	NA	4732.992	3539.002	5694.002	NA	NA	8359.971	NA	6597.009	NA	NA	NA	NA	NA	7117.032	NA	3659.997	711	NA	5974.014	NA	NA	NA	NA	5076.021	NA	3579.002	NA	NA	5515.996	NA
sp|O94886|CSCL1_HUMAN	309791.13	435110.3	239261.14	363142.02	269004.84	293447.03	481778.16	332057.1	386107.18	502221.91	361947.01	160284.07	181765.993	315512.23	85334.08	102858.1	126227.23	451193.89	544196.72	457846.56	140743.14	426243.63	586950.01	114288	568972.66	324980.16	400385.89	213749.05	284037.3	164690.13	150476.85	515936.95	466623.76	460062.19	164405.83	434637.31	137859.18	447628.01	219347.11	154497.92	397416.793	331073.16	357189.78	455169.33	140557.05	406964.781	255570.89	376835.99	153039.99
sp|O94888|UBXN7_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6058.023	NA	5544.999	NA	6563.0004	7226.026	7096.992	NA	NA	NA	NA	NA	13740.02	2699.989	NA	NA	17772.96	NA	NA	11883.99	17074.99	4276.006	NA	5549.981	NA	7088	NA	NA	NA	22268.06	NA	NA
sp|O94898|LRIG2_HUMAN	372550.22	717208	389968.92	400484.64	313555.64	440853.05	517426	287478.07	316991.47	455365.5	364993.83	216347.09	197772.79	310827.97	105457.07	217197.29	216439.82	665430.1	600007.1	528910.8	433989.92	535513.3	601086.5	232178.89	672643.2	275350.11	465742.5	328698.8	314545.74	519745.7	140668.14	612358.7	524217.4	482449.8	358561.71	351178.02	406090.2	531247.5	335970.95	245527.02	533903	479375.3	485114	553542.6	247350.62	378607.15	370900.14	539965	409904.88
sp|O94901|SUN1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	3254.008	4323.005	NA	NA	753.9957	1804	NA	NA	NA	2558.998	2791.989	2360.001	NA	1466.002	NA	NA	4693.025	NA	NA	1541.002	1638.005	NA	1656.996	4930.017	2810.028	NA	1440.9965	2434.996	NA	4036.97	NA	NA	2796.017	NA	5277.008	NA	NA	2278	NA	NA	NA
sp|O94903|PLPHP_HUMAN	5850.026	11240.977	7357.989	NA	5869.001	8143.994	6701.029	NA	3002.012	NA	2246.014	NA	NA	NA	2961.996	NA	3136.979	7415.013	7029.954	4582	4097.023	7265.005	12895.989	5764.983	8160.959	7202.981	3454.02	6079.025	6592.998	4188.017	5632.991	7329.02	7168.981	6315.017	7041.991	3481.994	4509.004	7611.981	5665.999	2745.9866	5751.034	14973.03	8997.933	12514.026	8074.998	6219.999	4088.033	8900.009	7303.987
sp|O94905|ERLN2_HUMAN	422442.3	918679.89	732481.65	751393.41	889427.27	816663.68	496161.79	644505.33	760199.19	756589.6	471603	336614.48	301579.73	396435.97	401572.01	397034.75	389113.2	1336096.57	1134852.09	1059499.48	531531.89	930927.51	1008550.87	705581.41	1276939.73	696270.22	1151017.75	467969.72	910033.89	280049.936	544466.8	1208502.89	1174823.03	841583.06	792517.03	791625.11	636011.13	850959.83	878090.21	442240.323	968422.14	973681.17	1061147.32	1079566.99	544304.2	787747.69	903494.3	879533.08	789130.29
sp|O94906|PRP6_HUMAN	415711.5	614815.53	413843.5	516098.7	487131.2	580914.8	360547.9	403231.7	364684.2	539750.9	425018.68	262694.8	255044.72	408635.5	230953.1	245041.77	313502.28	948181.2	563673.5	577119.4	355714.73	769021.98	670279.22	299366.15	632412.1	454469.48	909829.76	389759.65	526189.3	188805.06	304525.8	505554.3	760649.3	786988.1	502165.5	543150.94	234130.96	708469.6	492085.4	334859.68	613671	694390.2	723906.2	629001.65	245927.06	406122.8	542467.2	624083.24	307713.65
sp|O94913|PCF11_HUMAN	2782.995	29622.991	32344.993	28684.008	16495.99	21112.052	50451.944	28649.006	35427.062	24247.037	18252.99173	14337.028	15671.104	19445.9339	9226.991	15451.052	13945.995	54573.92	26182.942	41837.985	8360.013	53134.039	48228	14662.0115	44111.979	27179.966	40515.017	17638.049	38025.953	15064.983	23627.023	45802.077	52049.886	47285.98	29193.954	26464.009	23359.046	32098.08	36164.09	17723.95	42620.069	46773.942	49485.983	56066.03	12671.0346	32507.891	21762.972	32221.925	22595.039
sp|O94915|FRYL_HUMAN	53305.13	101653.97	89866.98	62547.14	61873.98	74547.94	79601.04	51221.98	51689.92	57084.88	47002.04	38340	35585.981	47721.062	35961.955	34338.061	48820.94	118816.71	79690	95779.07	39748.956	84082.12	86259.79	54879.97	144652.12	64580.13	141048.17	45403.04	80862.18	50546.97	48465.02	100558.89	110037.78	83770.12	72671.88	124597.07	54418.97	72836.07	74917.97	54734.02	85502.96	99314.94	105094.05	119651.01	55044.16	60144.08	70628.97	68077	60529.99
sp|O94916|NFAT5_HUMAN	NA	NA	112877.9	69360	115964.1	92599.26	25301.983	NA	50069.964	58369.019	NA	NA	NA	NA	10258.03	13448.01	NA	86614.278	22857.936	31687.12	37852.961	40770.99	37514.15	20576.02	20744.01	27429.01	42862.886	NA	53786.93	41228.01	42650.12	27136	57509.98	2764.006	68353.037	56749.969	66740.2	34285.07	43814.0542	59796.01	28333.943	31402	68393	52135.03	33186.97	NA	NA	44632.02	30724.01
sp|O94919|ENDD1_HUMAN	55866.105	42362.094	165817.97	107811.97	143401.2194	96482.758	285507.1974	65227.89	87284.87	113784.1	45819.03	22805.01	24156.97	64842.9	47589.934	35208.99	55528.08	157577.98	147479.29	111064.042	42179.06	121820.068	255509.21	27062.011	130283.86	110194.246	85064.79	39008.955	103364.882	39840.9	76723.03	157490.87	95412.9827	106965.8949	87034.968	125420.6885	64230.9	98286.996	89902.9892	112806.83	76911	105753.907	92911.039	218921.135	61733.899	60024.8729	83580.061	145800.82	62441.018
sp|O94921|CDK14_HUMAN	NA	NA	NA	NA	NA	7767.983	21514.017	NA	NA	NA	4429.019	3650.01	2286.005	4104.003	NA	NA	NA	9953.01	NA	7772.933	NA	NA	9121.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	2539.004	8800.039	NA	13698.936	NA	10374.019	1632.004	4010.001	NA	9190.03	NA	2457.997	NA	5692.962	NA	NA	NA
sp|O94925|GLSK_HUMAN	768.0029	6896.005	1045.9888	447.999	1029	804.9951	1896.987	NA	1312.0064	1361.0135	NA	NA	NA	NA	2970.013	745.9956	NA	NA	4172.0033	8372.997	NA	3785.978	677.0016	929.9976	7504.021	3228.9973	6865.952	9419.9998	3543.987	NA	1612.992	4448.9977	NA	NA	1382	631.9908	582.0039	11277.982	NA	NA	2045.0139	13876.0416	NA	3113.0046	NA	9448.969	NA	9086.004	603.9984
sp|O94927|HAUS5_HUMAN	8237.056	8307.003	29979.922	32272.002	28250	28581.05	1426.991	5496.004	3705.994	30666.014	14209.974	4998.994	9382.9874	11679.981	4382.99	4690.9951	8974.002	36115.962	28800.005	34804.939	2032.004	34563.033	39924.943	1277.007	13566.942	31318.985	36761.009	6319.024	29018.121	20830.9661	3909.0238	39719.974	37204.982	43833.977	NA	32874.016	4049.008	29323.958	1987.995	18149.92	6705.984	27348.038	9500.97	31487.018	2344.991	8922.984	1663.984	27694.942	2860.993
sp|O94952|FBX21_HUMAN	5768.009	19451.989	24373.9549	17402.9564	14613.03	8358.0421	13342.952	13286.0315	26282.969	19207.935	11359.01	5182.992	13270.978	11246.998	3030.988	5829.009	3807.008	41651.052	38414.925	56584.08	9533.01	52130.08	35927.979	6628.993	52026.07	25241.925	35105.05	22727.962	42446.028	10229.019	21288.931	44497.98	42635.735	51404.995	28783.987	27648.05	10969.95	28624.942	27736.04	15428.019	55738.08	35883.9	44003.941	40704.068	4843.01	26123.05	22323.006	17131.112	24461.039
sp|O94953|KDM4B_HUMAN	173920.61	154246.76	137992.18	130880.95	110899.13	135656.93	160908.95	175021.598	125476.84	157001.67	178659.92	88851.3	70309.94	100953	56061.957	34904.944	57543.026	212008.31	234717.3	191615.95	81684.98	208312.96	313877.47	72328.93	372202.01	125529.04	296144.47	150593.08	214654.79	63496	96318.02	186920.88	183912.25	174226.9	99706.77	119453.84	76369.15	246943.8	113287.665	106781	153126.18	150074.77	198631.8	180300.03	63837.03	126337.18	94859.04	225130.86	88463.99
sp|O94964|SOGA1_HUMAN	NA	5082.988	NA	NA	NA	NA	2445.99	NA	NA	1504.011	NA	1107.0117	NA	NA	NA	NA	NA	2613.9875	5494.022	2121.999	NA	1768.008	2986.991	NA	2366.998	2055	5586.985	2249.0009	2251.0103	1474.993	NA	3705.97	2330.999	2259.9818	907.9982	3436.988	NA	1565.0042	1854.991	1363.9934	2831.995	2174.0007	2148.998	3792.011	NA	1748.9923	1151.9961	2383	902.9963
sp|O94966|UBP19_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	482.0038	823.0014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	467.9976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O94973|AP2A2_HUMAN	NA	1977.988	2205.9856	5058.992	1983.993	NA	2666.014	1852.981	1298.003	4365.981	4118.973	NA	1098.993	872.999	NA	712.9929	NA	NA	9132.011	2287.993	1355.014	2918.024	6937.016	NA	NA	2980.998	NA	NA	2660.995	NA	1420.003	10164.992	NA	1251.006	1476.001	1700.01	NA	2285.994	NA	1820.995	2172.002	981.0103	1532.997	1782.008	1155.002	2095.019	NA	6281.034	1919.01
sp|O94979|SC31A_HUMAN	108939.12	110366.89	84888.12	99035.96	89881.11	69092.13	50088.09	91984.98	67003.9	86325.9	69270.99	90480.88	32813.038	75126.05	54864.075	47394.069	54589.966	100811.25	129659.01	65480.03	71376.84	77305.86	109059.24	41431.064	162765.3	55817.058	105172.11	95160.12	95142.99	16663.981	62791.06	166062.8	89552.1	82900.03	86550.07	103993.06	66223.98	90759.87	73529.94	81417.08	69554.91	53165.038	144458.13	86211.99	76082.91	124257.22	100890.96	107321.97	82795
sp|O94992|HEXI1_HUMAN	100666.84	291755.93	127066.99	90258.87	91307.11	91926	91058.27	80712.91	212714.32	126834.15	58483.033	45726.993	52360.995	43976.166	51447.097	42023.85	29154.977	237701.95	147150.43	198969.04	56387.917	194669.76	191391.84	214754.89	320658.21	84182	151722.04	190920.02	286757.94	30272.969	151697.95	187862.06	173991.96	132157.93	106136.92	116185.134	65057.085	163006.09	126448.83	68519.072	174248.08	129340.81	306373.67	170617.98	56432.124	140205.02	175722.12	94624.15	97996.99
sp|O95070|YIF1A_HUMAN	20332.95	107626.89	70379.87	83701.95	68251.16	57009.91	47538.075	65366.04	48955.04	80948.94	34407.965	31344.974	22737.037	52484.88	39278.96	18269.959	40886.93	72733.91	56255.99	114925.8	64068.86	96124.98	97286.72	81429.94	104197.07	54639.15	67638.94	53270.08	100117.03	35165.01	46922	101669.13	82658.96	51516.02	63385	104635.99	42356	94390.05	45442.989	57447.05	115061.01	80469.1	82193.86	112859.06	42782.93	48369.933	91538.88	85555.21	52438.06
sp|O95071|UBR5_HUMAN	NA	NA	NA	NA	NA	2997.991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9276.001	NA	4078.983	NA	6788.996	NA	NA	6582.987	NA	1739.992	6313.988	NA	NA	NA	NA	NA	2683.997	5571.008	5124.987	6720.983	NA	3573.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O95081|AGFG2_HUMAN	16966.993	55627.999	43520.023	37712.095	55091.932	36676.025	11891.958	36333.157	41980.143	57806.085	39056.993	9216.977	10910.065	32304.9908	16138.005	13115.948	16855	55961.086	78373.118	35572.905	36636.979	46897.967	54179.933	15603.9237	48274.04	53548	45868.061	20241	38280.024	19350.953	29343.94	55761.069	47485.017	46113.036	38697.96	38383.924	9253.988	63701.055	982.0011	28338.97	46413.107	35364.028	27337.99	37623.984	13463.9533	31040.986	39383.008	40791.958	12197.01
sp|O95104|SFR15_HUMAN	23093.9	60960.9619	27614.04	35917.066	NA	52858.883	20734.003	11498.982	88339.963	40781.09	23713.05	16112.02	27124.982	15709.955	16851.0017	29867.993	25878.004	65117.01	31039.018	89704.165	35309.02	49098.05	11097.987	24522.01	93788.12	27323.1034	75241.9995	35513.048	48949.01	4213.008	31667.0122	62516.946	77081.982	44822.03	27687.996	81319.09	61815.95	75057.077	37960.03	31984.006	76527.928	110637.93	81061.0827	37068.022	12270.003	58640.027	39422.917	75681.0795	53647.9726
sp|O95139|NDUB6_HUMAN	43782.03	106250.93	78874.89	69675.89	74984.14	42468.96	80279.95	64914.97	76089.99	86544.84	16401.921	43185.99	32515.987	52286	30811.033	38598.997	37693	128596.89	100459.85	114477.98	49404.074	119379.78	103443.9	51894.96	159547.93	64598.9	136094.98	100351.94	98161.89	31113.99	57662.08	153454.19	109657.06	79376.93	91816.86	96288.11	54869.96	91716.02	85561.07	56193.92	104895.81	99476.87	111743.05	129803.14	47983.89	83055.93	72282.92	80285.99	79442.09
sp|O95140|MFN2_HUMAN	6986.022	23815.02	5719.994	12274.98	1169.998	4451.01	21732.063	6113.9998	9263.9981	10179.009	5067.0094	NA	5058.0198	3440.037	NA	1654.994	1266.994	12678.9527	18057.9856	1641.0071	5555.998	1791.985	8805.0138	2455.995	14970.93	NA	NA	NA	3132.007	9756.977	6545.986	16267.983	8414.956	13788.993	9358.995	8478.993	4798.013	8664	7069.991	4196.999	1193.998	NA	NA	8364.01	NA	7368.047	NA	13492.003	7670.9771
sp|O95155|UBE4B_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	140843.02	NA	3655.982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O95159|ZFPL1_HUMAN	2856.989	1739.996	NA	1805.997	1635.988	NA	NA	NA	NA	2320.985	NA	NA	NA	1356.9965	NA	NA	980.005	1787.0097	2012.011	2138.988	NA	2144.989	2659.0222	NA	NA	NA	NA	NA	NA	1079.995	NA	1582.018	NA	1013.015	NA	1838.988	NA	NA	NA	1001.9948	1072.01	1538.9942	NA	NA	NA	2188.996	835.0001	984.012	NA
sp|O95163|ELP1_HUMAN	8784.002	2684.997	NA	NA	NA	1983.009	NA	NA	NA	NA	NA	1504.002	NA	NA	NA	NA	NA	2022.994	NA	NA	3118.0168	NA	NA	1093.9993	1930.006	NA	NA	1918.9993	4011.991	4504.9976	NA	1528.005	1746.006	NA	NA	2428.996	2560.008	NA	1034.007	NA	NA	NA	3555.0061	3383.994	1738.0131	3704.978	1665.992	1179.99	NA
sp|O95167|NDUA3_HUMAN	60801.848	138412.92	121463.35	105443.97	131981.95	154949.99	95471.96	52819.95	91157.12	118935.15	50400.974	51047.909	34554.011	59355.929	39668.007	43980.092	48481.009	213916.95	129375.81	149696.81	68022	152050.2	177607.19	82620.03	190624.1	98499.794	157510.77	89467.02	113599.82	55801.978	73303.07	135282.18	158150	140477.98	114069.02	140654.92	79636.96	130989.16	116297.16	74738.186	119783.94	143652.07	151698.92	154195.83	66699.96	71307.06	90737.06	117759.08	87355.22
sp|O95168|NDUB4_HUMAN	1217	NA	NA	878.991	NA	NA	865.989	NA	923.016	NA	1113.9905	NA	NA	NA	NA	NA	NA	1622.996	1604.015	2758.9872	NA	3115.9961	2521.015	NA	3602.978	NA	NA	827.999	NA	NA	NA	4355.9813	4122.0111	2690.0134	NA	NA	NA	3694.006	1001.9982	NA	1321.992	1802.0069	1197.0073	2197.009	NA	797.9913	724.0053	NA	NA
sp|O95169|NDUB8_HUMAN	10708.974	14794.008	19371.967	13517.022	18281.034	17363.019	21041.04	16084.034	20087.029	14236.087	7588.004	13872.002	7408.0132	4909.972	9029.017	12131.0017	7469.012	20446.977	17444.9823	22242.101	6764.994	14274.003	37799.133	9498	32424.977	15030	15580.043	13864.989	25832.975	5588.012	15540.005	19731.96	24042.931	24247.027	7523.994	16534.973	15157.038	14895.978	19615.014	9583.953	18603.996	26697.987	17381.029	13383.012	5595.983	18923.982	13209.964	12863.082	9599.998
sp|O95182|NDUA7_HUMAN	2395.0155	5265.014	1513.003	8759.9936	6655.033	NA	12690.961	NA	NA	11444.0581	813.0109	NA	NA	4185.994	7087.015	NA	7973.002	18010.9964	14044.007	9275.988	16389.9996	17992.99	18463.896	17379.022	7672.975	29852.96	14327.0015	22617.041	12195.992	12310.04	1945.0068	4755.979	5173.02	1816.984	14819.986	19551.944	1768.9988	NA	15901.003	6704.998	5299.03	18884.977	20765.104	24397.939	1172.0162	4917.978	3514.002	2504.013	NA
sp|O95197|RTN3_HUMAN	179457.91	361749.07	251492.07	243143.46	244922.11	275207.87	201351.11	173716.89	219846.97	260199.82	147913.94	123163	89872.065	140878.21	103762.96	117173.79	126872.95	387391.87	266371.34	270725.28	145360.07	277893.41	314033.1	172265.15	386438.74	217171.93	340524.08	142337.03	223591.13	81214.97	165294.55	262234.08	269190.08	251680.77	205019.88	252899.74	142554.01	252031.87	207103.42	141193.98	255073.37	288997.46	295211.67	291548.6	139363.11	212552.57	247658.04	242413.95	203108.32
sp|O95202|LETM1_HUMAN	300022.82	459640.9	341696.4	265495.93	257676.06	337432.86	299942.05	218552.76	285472.51	373979.7	257243.27	242279.56	169041.88	247070.12	125871.211	203803.66	228193.16	598852.4	422556.68	452892.75	287167.45	459593.09	473131.45	259479.2	656412.1	253683.65	360835.44	374963.16	415017.28	139447.75	316523.85	505436.81	515820.81	417963.03	415274.23	431175.51	308139.12	445635.83	321765.1	256407.24	420107.5	446329.98	534967.69	471384.33	237687.18	377816.89	355222.37	408693.97	352425.9
sp|O95218|ZRAB2_HUMAN	64523.87	90525.97	62583.163	90910.99	70703.99	73104	78181.75	73145	54140.926	102386.04	81380.136	55397.89	42542.067	74925.12	16998.976	42331.021	68639.936	95892.83	111607.29	74132.11	57009.18	84882.91	132288.15	49437.927	79159.09	96730.15	103771.19	60842.76	60364.857	65958.954	47954.138	88557.04	60292.14	91746.93	66063.003	72321	53516.9	108442.05	47712.939	60515.053	93446.24	40060.98	91593.89	77292.9	67430.949	69158	99264.99	92669.22	59771.03
sp|O95219|SNX4_HUMAN	NA	5215.952	NA	NA	1057.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1837.995	NA	NA	NA	NA	1545.994	NA	NA	4196.985	16216.982	NA	NA	NA	NA	NA	2592.9907	NA	NA	1104.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O95232|LC7L3_HUMAN	25640.96	17927.03	2567.009	NA	37967.984	NA	NA	NA	NA	NA	NA	NA	NA	3760.994	7058.962	2037.995	1490.993	3887.013	NA	3966.003	41410.912	7586.999	NA	30219.082	9575.007	NA	4564.005	11754.939	10062.971	NA	5948.983	NA	NA	NA	11527.97	2324.01	10992.03	NA	6019	12896.0235	NA	4300.03	29837.092	NA	16376.917	8143.02	11017.03	NA	15831.042
