X1	A_1_1	A_1_10	A_1_11	A_1_12	A_1_13	A_1_14	A_1_15	A_1_16	A_1_17	A_1_18	A_1_19	A_1_2	A_1_20	A_1_21	A_1_22	A_1_23	A_1_24	A_1_25	A_1_26	A_1_27	A_1_28	A_1_29	A_1_3	A_1_30	A_1_31	A_1_32	A_1_33	A_1_34	A_1_35	A_1_36	A_1_37	A_1_38	A_1_39	A_1_4	A_1_40	A_1_41	A_1_42	A_1_43	A_1_44	A_1_45	A_1_46	A_1_47	A_1_48	A_1_49	A_1_5	A_1_6	A_1_7	A_1_8	A_1_9
sp|P32248|CCR7_HUMAN	NA	NA	NA	NA	6074.985	NA	NA	NA	NA	NA	6447.009	NA	2164.0142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13107.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P32302|CXCR5_HUMAN	NA	NA	4915.98	22043.966	23474.922	23022.97	2667.981	2356.979	28507.999	24748.0846	NA	3529.999	NA	NA	NA	NA	NA	5846.022	39735.003	34019.042	NA	1987.006	4004.993	NA	2668.987	3766.994	4885.026	2787.992	3659.019	4147.946	3346.006	2901.016	4101.989	3216.037	2638.99	3280.001	2058.983	3657.995	3808.993	1921.017	2807.984	3641.013	3584.039	2589.988	2728.013	2319.015	2378.982	2988.971	2151.996
sp|P32320|CDD_HUMAN	29912.15	3440.029	43859.039	61539.977	79174.97	48431.957	NA	36617.942	37620.027	1359.977	46036.989	38370.964	3419.021	72785.12	NA	24432.059	60605.95	NA	NA	60402.99	NA	10856.996	40286.03	804.0087	100022.78	9423.9924	5316.018	29713.018	49619.998	NA	32494.089	81918.09	NA	76692.07	13009.056	36712.126	23456.972	3989.997	9115.013	49288.04	10748.987	14831.999	NA	NA	45493.096	38689.951	58388.1	NA	33189.964
sp|P32321|DCTD_HUMAN	348990.27	670772.8	576623.81	581514.63	556666.19	777226	376712.54	507571.5	517951.76	670891	424886.95	329554.61	322041.68	521042.7	322750.22	294187	435472.27	742367.3	692620	637822.2	422492.05	640294.6	501691.8	471986.27	916407.7	408158.12	697291.3	460098.5	624776.8	272408.61	438630.81	837859.3	579514.1	799518.3	541571.5	651072.9	452107.3	602576.9	432788.8	498994.2	509014.49	428563.77	661425	720072.4	399297.7	446511.78	591950.1	500147.49	438913.16
sp|P32322|P5CR1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6979.028	NA	22997.018	NA	NA	NA	NA	NA	NA	1611531.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P32455|GBP1_HUMAN	NA	9499.955	5544.007	8040.99	4519.97	NA	NA	8708.017	10176.027	10405.998	8288.948	NA	3333.994	8195.99	NA	1546	NA	2799	11534.982	9473.967	880.0022	7384.039	1665.016	NA	27718.009	NA	7453.027	NA	6509.977	NA	9212.971	7517.99	7558.018	13156.951	1581.994	10335.039	NA	6380.981	3616.997	1292.993	7417.016	NA	1753.99	17550.986	1765.006	11587.01	NA	6332.979	NA
sp|P32456|GBP2_HUMAN	6366.001	13650.044	13765.9872	9214.9965	8742.987	16363.9696	13159.0193	7845.0002	7359.021	9714.011	6832.022	7724.0172	3098.001	8439.019	4616.027	4567.001	8942.0503	17058.008	11773.004	16496.041	6542.03	13910.012	12161.984	NA	10495.979	7591.008	8053.015	2557.005	6742.972	12855.899	5046.006	13536.02	14945.949	15165.025	7973.0309	15986.972	9988.036	6526.991	11541.999	7680.004	4669.985	13112.978	4792.018	11975.021	6679.019	13101.998	3959.981	6580.016	4882.99
sp|P32519|ELF1_HUMAN	6530.995	14179.026	5726.012	NA	NA	1266.0075	7492.991	10991.003	NA	13321.969	6558.007	1240	1980.992	11128.042	NA	2472.9862	NA	17289.991	7734.994	NA	1665.028	17071.03	NA	NA	12833.969	NA	NA	7614.003	NA	1092.994	NA	NA	NA	12762.004	6736.99	15650.023	1822.01	NA	5670.022	1721.9848	NA	17127.026	NA	NA	NA	17629.048	8091.015	NA	NA
sp|P32780|TF2H1_HUMAN	NA	1628.001	7978.965	NA	NA	NA	NA	9583.002	19619.98	5378.986	NA	NA	NA	3301.982	NA	NA	NA	3134.008	918.9975	2025.992	4432.0167	4969.0131	NA	8558.0542	6371.02	7850.04	NA	10462.986	NA	NA	3938.01	NA	15705.029	6019.029	8221.0378	846.0046	7325.95	2510.012	NA	3911.0333	16532.049	8413.017	12518.017	NA	NA	NA	6371.014	2775.984	NA
sp|P32929|CGL_HUMAN	20041.02	22532.99	19225.958	38335.001	49058.116	39533.99	15473.995	16370.991	3586.978	4095.022	10650.96	3478.989	2338.003	17901.005	13314.968	1868.006	5120.0144	52135.044	57646.901	28082.02	3877.985	27972.87	38011.961	24029.981	27887.864	23256.013	24359.877	19111.98	25688.964	NA	10611.95	54354.925	45099.98	52578.032	21503.033	20317.02	2676.003	31613.054	27135.001	14493.981	28199.944	24864.018	39979.118	26045.91	4507.034	24301.94	23268.02	28724.987	23109.915
sp|P32942|ICAM3_HUMAN	58605.054	84836.8	50671.21	47820.944	57831.134	60660.073	30258.97	35510.05	61275.987	69307.205	33777.996	28297.02	18189.02	33141.988	27232.96	21432.05	13581.026	64342.226	106369.06	103986.887	35605.94	101002.164	106536.01	45477.78	112701.06	37813.054	70669.74	52252.074	71229.103	22171.95	30289	90997.986	95932.975	69424.995	45229.962	57819.851	30224.95	85651.89	50092.037	29173.83	28808.882	56515	65616.04	90718.13	35705.93	59758.831	64713.99	68865.921	46664.078
sp|P32969|RL9_HUMAN	3575.008	5258.979	5062.97	4554.996	3714.985	4378.997	3815.99	5118.987	3696.984	5046.987	NA	3454.006	2336.999	3640.007	2073.996	1930.987	NA	3225.002	5363.988	4000.024	4064.972	2915.969	5960.011	2678.007	NA	5251.994	5949.021	2620.994	3499.998	4428.98	3444.992	6008.018	4824.027	4507.99	3721.005	4537.002	2600.989	5223.978	3317.985	3796.003	3339	3724.984	3257.009	4794.983	NA	7337.998	4170	5465.977	4936.998
sp|P32970|CD70_HUMAN	10329.044	23090.0029	26874.986	20868.977	24639.017	29083.978	22972.027	22047.965	22301.0176	19195.032	12674.0456	7213.984	4392.018	12897.027	8249.0039	7298.0196	10084.005	23412.995	24497.945	25470.02	16854.034	19812.002	29588.027	8115.002	31105.096	32580.983	22352.092	15191.972	22985.973	13125.99	19779.996	28344.929	19521.946	23134.991	16530.022	19257.98	15543.023	30754.959	12535.992	18713.046	23086.988	15211.973	27602.941	22335.086	18190.005	16179.974	18857.05	12606.985	18273.989
sp|P33121|ACSL1_HUMAN	266401.75	601028.7	277890.2	278567.45	291897.79	173814.89	193016.33	288082.91	280731.16	315596.16	267574.37	206923.59	206616.01	209328.81	25684.046	172515.05	172441.13	405075.2	258701.88	376811.28	283401.76	381015.73	367692.88	254340.11	503676.65	65216.1	227032.88	323820.08	449307.1	196375.76	250166.89	400581.06	411275.2	412197.7	344839.3	372871.9	284209.11	369635.94	217411.28	227092.01	445742.03	215229.1	478257.9	294703.87	205699.03	286193.41	327596.08	416674.67	362258.5
sp|P33176|KINH_HUMAN	10704.99	44741.92	67630.896	48728.04	53447.04	41115.95	47340.02	43875.96	51064.871	61017.97	46003.87	31895.04	28886.9	54146.792	32492.85	32449.036	37426.11	90411.74	101859.13	98924.96	54109.068	90820.97	87062.97	47287.06	101355.9	72955.216	69046.01	65816.93	86564.01	38434.97	51691.876	93742.97	84259.14	77373.16	61601.044	72817.87	44800.042	78796.801	58901.93	53520.131	98893.02	78955.95	84458.83	77860.87	48177.096	12933.97	79205.73	79056.14	48970.01
sp|P33240|CSTF2_HUMAN	NA	NA	1935.994	NA	3128.983	NA	2664.992	1958.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1756.01	1601.985	NA	1169.996	NA	NA	NA	NA	NA	1347.987	NA	NA	1234.988	1219.012	2345.0037	2678.006	1429.012	1409.9978	1249.993	NA	NA	NA	1886.009	NA	2270.014	NA	730.9994	NA	NA	1777.001	NA
sp|P33241|LSP1_HUMAN	4976.033	16462.001	11980.984	13038.996	2531.973	21095.05	20110.944	1407.9986	11042.037	6949.0507	12201.026	11472.019	14816.956	8914.0045	9958.007	4865.001	6492.9882	37031.993	5635.973	15493.958	4411.9876	11807.999	13588.044	5388.021	2375.024	5609.012	16157.99	12540.99	21556.961	2098.0059	15560.004	15660.003	18885.918	13769.968	13528.964	12043.963	12569.036	13656.951	14192.994	7029.9989	3849.007	38701.996	26838.984	4617.006	10913.997	1670.998	2766	12890.991	14457
sp|P33316|DUT_HUMAN	32393.995	52488.982	54864.95	39004.96	36181.06	31349.976	38722.94	31123.089	38659.03	52219.944	33038.982	17706.001	17057.968	26895.988	23511.008	19633.022	23294.991	51601.014	52265.1	42227.02	32346.918	37154.952	65336.03	37704.11	44131.018	56295.01	41514.082	21688.98	62251.03	30712.937	32860.017	57614.99	31060.049	42076.11	27367.009	34937.985	19926.987	53466.06	30542.986	30798.014	38037	37472.938	52110.93	35726.046	39755.956	38082.05	47473.08	41258.065	25068.077
sp|P33527|MRP1_HUMAN	72781.07	100566.946	83007.9	47648.92	51362.93	NA	33086.979	4584.99	111531.05	144902.15	16403.93	71528.94	10027.988	14636.01	NA	17445.999	12896.99	111341.15	130976.14	235007.56	82248.04	115087.7	109925.1	89709.87	128259.8	159373.37	138705.96	102519.14	120674.14	100293.14	74986.954	126280.79	118854.94	102171.033	83170.99	86442.05	81584.047	125141.92	92499.11	80926.76	109745.04	97099.95	98627.36	122448.07	81553.877	92149.04	66800.03	85660.86	76624.04
sp|P33897|ABCD1_HUMAN	140984.78	197680.05	297778.07	271141.02	290231.32	106212.8	247556.01	248361.81	206279.96	326364.91	255619.29	81511.09	118847.38	246308.71	118439.06	119349.23	193363.01	418985.11	442277.94	422903.9	216410.46	428265.28	687955.9	150840.159	180479.86	326950.83	353670.495	43185.08	285937.67	236960.07	165441.95	263132.22	378384.82	147848.9	186705.93	292654.236	161933.76	263391.88	153720.09	199750.31	218028.41	203776.35	246855.402	292871.54	190395.72	130271	172200.453	216980.23	199277.12
sp|P33908|MA1A1_HUMAN	109942.93	133546.96	114794.02	124418.99	134025.95	202880.24	122245.97	98084.87	135388.83	148607.07	137349.04	49981.94	74858.91	106770.79	76697.06	71603.18	83651.17	208019.97	204401.17	182306.08	90477.1	177632.98	272785.1	88166.93	238235	199100.11	290592.9	96093.11	165985.56	59641.056	97457.12	215536.99	169297.11	148136.03	115113.07	155890.78	90223.01	168531.97	129090	89183.79	187799.79	170366.91	176052.55	167426.94	62619.97	152950.75	103894.13	163575.11	103048.09
sp|P33981|TTK_HUMAN	5471.992	10533.01	33407.939	5139.045	NA	6466.016	42690.89	NA	29940.025	NA	17344.972	NA	NA	NA	NA	NA	NA	53911.92	16255.068	24277.1	8446.01	27149.962	9663.94	3434.018	18585.01	9055.95	14888.03	14250.042	25116.044	14744.979	20723.0102	11254.02	36995.036	35381.04	7941.99	18416.923	24507.027	6104.032	28607.977	12166.031	13398	38909.87	32515.048	11249.04	NA	NA	NA	22209.042	24617.98
sp|P33991|MCM4_HUMAN	10402.931	17560.08	6653.0002	10447.016	16755.005	6165.9637	12862.028	14307.037	12377.01	11964.0058	6073.004	12315.014	2993.0004	6172.978	NA	NA	5778.9934	22882.995	18404.003	15654.003	9193.008	21090.042	19493.044	2685.9912	31074.008	11902.966	14400.929	13216.0385	13886.035	8534.011	9865.0098	17163.013	13361.015	15797.003	7653.03	16986.9846	8722.9792	17925.9945	6789.0059	7232.0252	17267.006	19325.053	18064.949	14213.032	2077.005	12859.0059	8825.002	9413.999	5136.0041
sp|P33992|MCM5_HUMAN	438913.09	367727.01	611776.35	602266.02	577002.23	624511.39	628546.34	437844.54	632078.88	568914.18	456495.56	652888.72	362917.95	425273.05	254033.1	464945.2	416149.59	591925.55	676639.24	618940.96	334818.55	593360.06	551466.19	276108.35	539459.6	321002.83	485482.88	555477.39	518898.07	283240.78	453807.03	538414.06	787207.26	583235.64	554532.31	568826.85	554908.1	638474.11	618614.9	468329.05	499919.56	645476.13	676921.67	623741.34	387932.73	546408.41	505483.07	572607.03	372378.73
sp|P33993|MCM7_HUMAN	NA	5145.008	4705.022	NA	NA	NA	NA	628.9933	6094.025	773.9976	NA	3738.981	2994.01	NA	1966.999	3766.0216	NA	10019.991	NA	6406.961	NA	5428.984	NA	4674.988	7218.016	NA	NA	2828.001	5845.026	NA	6272.015	3792.003	7254.009	6102.013	9772.996	3198.011	6390.955	NA	922.997	NA	4406.974	767.01	7745.994	4335.998	NA	5184.9846	5920.034	NA	5530.996
sp|P34059|GALNS_HUMAN	79987.936	106020.22	39301.954	48572.075	37835.048	41369.95	50317.95	71047	47283.977	61838.84	57442.94	9285	21630.076	45864.955	8504.986	20994.987	23398.986	154953.19	132769.33	104498.83	20415.026	105463.99	137759.043	5455.0293	191860.94	41705.939	90340.939	55670.9	54043.007	15758.054	30796.033	131283.9	98042.05	137226.92	50196.031	104511.02	30799.98	86700.844	59824	32538.01	87815.95	100732.95	56798.047	74593.941	17634.99	118890.95	68398.04	89619.086	30545.942
sp|P34896|GLYC_HUMAN	1481.976	4469.0195	NA	2223.004	3228.019	2467.996	2259.0027	NA	1527.994	2357.003	NA	1754.0044	NA	NA	1049.9973	NA	NA	4605.003	3679.9949	5287.0186	1000.0085	3915.98	1985.994	2302.001	8637.014	3734.972	5481.0123	3293.99	2587	NA	1665.023	6963.0395	4001.993	2557.002	3007.002	3850.0078	1510.989	1792.975	2166.002	1800.0046	1958.006	5022.987	2606.9982	1910.004	2595.002	2353.998	2020.995	2877.0158	1845.021
sp|P34897|GLYM_HUMAN	NA	39070.951	143065.82	24804.07	73850.04	972271.42	9844.03	70750.87	99591.15	73968.97	10005.01	63162.11	85091.78	23622.9	1269626.71	468068.112	710774.81	106728.91	159322.104	156318.121	170850.043	145840.843	72111.95	1814988.8	424672.56	285595.701	151531.01	815599.94	617010.94	19673.07	301026.402	22728.045	36983.94	65230.15	337048.69	80864.09	87622.83	300196.005	390530.59	799476.734	300677.5	78764.94	661971.53	83257.99	481621.38	4075.986	417631.41	94340.95	328098.28
sp|P34910|EVI2B_HUMAN	NA	NA	NA	47484.981	41876.957	5716.971	6291.015	5543.995	NA	2273	NA	NA	1654.005	NA	38948.98	1344.013	NA	48837.916	NA	91676.123	48656	78638.95	1879.019	38159.08	40177.87	49063.082	NA	31694.94	47643.99	23286.9908	NA	NA	48496.902	NA	33515.056	33429.008	NA	4054.003	34536.021	21770.025	48541.089	33311.032	37527.206	NA	28720.97	50387.002	NA	3511.997	NA
sp|P34931|HS71L_HUMAN	7319.017	23270.93	4308.03	18585.021	5201.0153	1745	3394.014	11559.9825	3927.005	10843.964	4997.049	NA	3170.9831	6775.986	3772.982	NA	NA	32082.08	14893.94	15782.999	1546.019	12417.96	14537.974	2338.0012	28504.959	8229.96	24125.933	5397.012	12866.02	NA	4351.996	41196.891	10568.01	22042.027	3730.005	27053.001	3429.996	13502.01	6624.992	15284.009	11490.06	26920.015	28719.922	9015.044	810.9922	22046.058	17325.981	21305	2195.987
sp|P34932|HSP74_HUMAN	NA	1334.98	NA	NA	NA	NA	916.0009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5327.978	1977.997	NA	NA	NA	769.009	NA	NA	646.0031	NA	NA	NA	NA	NA	NA	NA	NA	NA	1222.0046	NA	NA	NA	NA	NA	1370.025	NA	NA	NA	6684.9833	NA	NA	NA
sp|P34947|GRK5_HUMAN	669.9903	NA	934.006	1091.011	1638.003	3110.969	866.9865	1045.9985	2376.984	1323.0063	NA	NA	NA	NA	NA	NA	NA	1429.994	1211.998	2709.984	NA	1925.017	2182.008	NA	NA	2117.988	NA	2754.0161	2507.9974	NA	954.9926	1310.997	1371.008	1054.99	1144.9915	NA	NA	1848.013	327.0029	NA	NA	NA	1684.991	1013.999	NA	2910.025	1127.0048	NA	1134.9955
sp|P34949|MPI_HUMAN	5774.021	7572	11141.0111	19981.972	16173.981	9608.017	16270.012	10924.028	8722.977	15266.044	28407.935	18889.024	4475.9588	7273	7266.003	4981.987	17244.9543	42782.003	34020.889	41302.172	4539.012	24035.031	32494.932	9903.986	26385.025	13978.05	58906.908	3533.023	23162.993	3677.978	3658.985	33811.92	26562.044	19285.989	11660.987	24101.952	5821.9938	36773.002	14820.003	7909.0284	14891.011	19737.996	31600.123	18361.98	4810.036	19601.956	24174.004	12886.008	7195.993
sp|P35080|PROF2_HUMAN	NA	19748.064	7626.977	5073.019	6561.979	4181.01	16625.985	3573.02	4288.017	9182.987	4484.992	5735.978	1734.005	3017.003	2149.988	1335.002	1627.001	9720.036	15414.003	18974.977	9203.995	14032.992	2736.993	5002	22162.002	12779.026	15759.02	14948.013	13566.032	3792.014	10346.948	11074.982	13312.028	8605.981	12096.964	10664.003	5067.988	7598.964	4523.9826	2150.991	8738.987	10188.017	9762.977	14932.985	4890.029	5334.979	9986.986	17921.043	6967.992
sp|P35221|CTNA1_HUMAN	56352.103	90065.28	163538.97	72691.01	83501.95	136492.96	90948.81	54233.134	65679.02	73901.04	63065.859	47625.879	36302.938	51678.96	31813.92	41075.09	37844.998	142018.9	107375.71	81538.08	72652.19	76147	159421.76	66441.885	109450.02	94953	147214.87	76596.847	96100.05	48352.87	72097.013	148206.19	122068.11	62062.97	59453.04	121572	72833.85	83205.05	83594.92	35819.057	74470.1	152754.34	109562.17	109654.88	35962.924	60658.009	33338.96	117898.79	69824.91
sp|P35222|CTNB1_HUMAN	2560.999	22692.037	12511.998	11950.002	12501.065	13265.06	NA	NA	13730.992	18170.987	4512.022	NA	6278.0235	7109.002	7802.011	NA	6990.989	20823.1	21269.977	21380.021	11536.965	19504.015	20018.08	14272.041	48961.97	21528.97	15767.084	2758.033	18299.012	6942.002	14154.099	25824.885	19381.98	19573.956	18080.979	20975.001	12070.975	18918.064	9907.053	10147.992	20217.043	21073.068	23495.003	19305.028	9437.014	20170.093	18884.974	19314.933	13806.952
sp|P35226|BMI1_HUMAN	21922.981	118982.84	21891.055	64316.083	9199.016	96496.02	12108.929	30769.02	71143.72	31964.03	37258.957	44320.81	61327.944	7650.953	19818.967	73100.21	20845.055	13247	54005.9	159781.16	96378.168	17340.967	107335.81	10304.007	68417.03	72414.982	164985.78	38169.033	55045.84	125813.006	35635.981	99156.12	74971.97	145580.13	19660.097	129615.01	77116.85	134404.83	58553.98	65372.9	149083.98	63013.97	33409.955	67954.98	34875.987	70228.96	42151.968	176938.93	93057.93
sp|P35232|PHB_HUMAN	65060.981	153080.07	228303.3	260020.1	181620.04	189189.19	149438.93	59243.04	106694	123052.81	94543.912	61742.93	33021.029	52080.243	36045.024	67433.886	64980.956	319547.53	150338	225855.88	103681.01	279221.86	174616.88	110908.13	178636.06	266981.84	358302.93	80479.998	137229.16	86798.24	218614.96	149655.16	162068.02	149024.12	171369.07	290064.94	138613.23	128303	260789.21	168170.99	152746.22	276676.97	154166.84	160378.89	91768.83	75637.01	293587.93	107796.04	151990.49
sp|P35236|PTN7_HUMAN	6824.994	24748.015	12934.977	4418.974	38602.013	32937.94	17023.039	2350.004	6561.956	9702.013	9857.014	6938.026	NA	NA	3334.004	2044.01	1443.006	7032.987	58722.06	12621	2926.007	11900.976	31950.958	16127.017	98341.13	19729.981	62563.15	18634.001	12109.02	1653.985	1275.002	NA	5780.014	1522.0035	4340.009	11973.984	2721.004	12363.997	9321.001	7745.97	5971.022	9547.995	12954.985	83812.14	NA	16810.992	NA	40745	5251.9448
sp|P35237|SPB6_HUMAN	NA	4908.974	2224.996	NA	NA	NA	NA	NA	1985.986	NA	1921.004	NA	NA	NA	NA	NA	NA	1854.9908	2913.002	1284.0069	NA	NA	3408.024	NA	3313.001	NA	3385.985	NA	NA	NA	NA	3241.988	2601.982	NA	NA	NA	1134.0062	NA	NA	NA	2293.003	3133.98	3232.002	NA	NA	NA	1702.984	NA	NA
sp|P35240|MERL_HUMAN	23276.993	28314.91	24895.068	NA	26068.02	31833.01	12318.01	12788.018	12671.0128	28366.891	25411.994	18218.005	7024.982	16915.063	13075.014	3591.992	17494.985	42852.08	22439.983	35946.09	4647.972	26786.92	62559	13381.01	30864.04	24005.94	18954	16047.98	20894.01	7088.948	18956.966	26603.98	37528.88	8183.015	22467.009	30796.951	8445.022	41059.043	24739.999	18567.06	25041.907	27060.886	17539.02	40529.03	16605.032	23826	26385.91	29757.908	12609.026
sp|P35241|RADI_HUMAN	2510.999	47142.97	15973.08	26610.933	36048.05	34628.86	17235.96	31337.09	15450	25635.034	23925.99	10616.98	10374.011	20731.91	4973.981	6139.025	8986.954	27303.976	32372.112	22966.9592	8346.975	19270.02	33879.944	NA	38613.119	24107.03	28713.01	1986.0087	33495.95	16580.04	8920.016	28682.988	21818.01	23880.013	13008.96	23446.03	8194.007	36103.024	10123.01	14938.98	24806.121	26036.006	21306.04	20268.124	9704.999	26527.061	22379.066	30914.981	9244
sp|P35244|RFA3_HUMAN	NA	NA	4453.969	NA	NA	NA	NA	NA	NA	NA	1498.011	2731.003	1509.9991	1728.982	879.0086	1174.0158	NA	3162.994	6632.97	NA	NA	5517.009	NA	NA	8251.05	NA	NA	4300.004	4375.007	NA	3219.007	NA	NA	NA	3120.005	3767.988	3477.985	NA	NA	NA	2429.986	NA	4701.99	7417	3278.02	4336.997	NA	NA	3149.012
sp|P35249|RFC4_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	1754.0111	NA	NA	NA	NA	NA	1437.0135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1198.011	NA	NA	NA	NA	1143.9935	NA	NA	NA	3634.983	NA	NA	NA	NA	NA	NA	857.9926	810.9934	NA	NA	NA
sp|P35250|RFC2_HUMAN	NA	10991.96	6143.996	27823.056	15538.95	32443.965	14544.961	19300.016	20394.06	33808.095	7691.041	8978.058	2366.981	5090.023	NA	NA	NA	27124.974	34312.014	49262.028	1147.0069	24496.927	NA	NA	9431.01	2290.983	6978.0162	32900.011	14787.9639	1561.002	3174.996	7730.997	27370.031	15466.968	11393.053	7950.02	1146.993	5538.994	14188.052	10405.003	17918.03	19685.977	21291.013	23258.014	1430.008	10719.98	5306.024	9450.973	6796.986
sp|P35251|RFC1_HUMAN	NA	NA	17279.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10726.02	NA	NA	NA	NA	10598.02	NA	8168	NA	23421.02	12789.98	8655.99	NA	14446.98	13178.98	7177.02	12421.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	8259.06	NA	11142.05	9002.02	NA	11458.95	NA	NA	NA
sp|P35268|RL22_HUMAN	19136.9549	43759.935	42611.974	28976.979	32550.027	29601.166	19362.979	21986.006	34757.958	31735.965	18528.986	21122.875	9513.975	15703.062	16586.92	11862.0098	17919.0339	32880.045	49376.07	55261.96	26823.9311	36866.922	36103.88	41353.949	59404	31795.9421	31521.9805	32342.046	53341.28	22413.9713	19612.93	42657.047	35215.826	30131.914	37989.914	36406.025	19477.978	33227.8982	26987.838	26702.01	39402.938	38951.995	42985.131	42957.021	24832.981	36986.12	25157.9839	43174.095	30358.0872
sp|P35269|T2FA_HUMAN	48331.06	29416.01	21428.08	28448.106	26240.963	35997.97	23683.064	18790.052	34061.935	42561.974	20716.947	20582.027	8010	24732.123	4363.007	11169.001	20172.01	54224.92	45021.983	54355.17	23729.993	49725.04	62097.93	3045.979	35951.949	20148.02	12935.02	22755.884	30228.89	19494.1	19900.934	52650.956	52253.92	45834.96	30894.01	46490.98	20170.98	28596.06	22808.992	16806.069	30854.98	41339.87	31277.987	45778.89	21696.006	48094	21667.93	46022.924	20355.017
sp|P35270|SPRE_HUMAN	46315.901	107344.03	89701.8	159453.88	111697.1	122125.909	58269.96	99850.82	231180.95	195524.67	35243.049	23486.97	14181.9745	30711.151	28312.956	16848.034	24254.962	115826.01	157592.11	249652.72	86313.27	100746	156167.76	83947.93	135682.92	118660.04	164506.97	122040.95	133323.8	120547.92	87097	152064.99	102104.94	109373.31	84004.16	60444.032	88944.15	130555.2	70275.01	50513.135	132873.84	97553.16	103794.04	108177.81	72792.9	73127.947	89681.9	127970.27	105312.92
sp|P35527|K1C9_HUMAN	NA	40165.95	18495.973	7904.958	22981.021	9536.009	27284.057	9263.0371	17697.98	16456.049	1493.998	5913.035	9699.956	10629.99	16882.993	12055.008	14001	44765.961	31614.825	46205.84	13312.968	36792.043	31572.973	40715.058	49124.01	18697.959	12389.996	16249.985	32483.014	4516.001	16271.991	13404.981	31110.03	26799.997	25543.949	23966.009	9038.006	21740.047	28470.99	16698.032	38789.97	15953.022	37513.89	39712.95	11821.007	18399.954	16661.999	14793.991	20819.973
sp|P35573|GDE_HUMAN	18381.053	13571.063	28987.032	24217.993	21878.023	26110.058	19193.951	17586.983	19028.02	30894.001	18008.006	3355.994	17143.988	10920.005	6385.9873	16302.026	15836.9574	36455.104	25708.948	29723.008	14767.969	24763.049	44656.017	13329.996	48504.882	19405.013	32143.031	4052.007	14081.99	8302.034	18851.977	28774.033	28857.982	28195.934	23500.924	32567.964	19836.061	35231.069	19885.024	18058.997	30263.898	20279.978	42288.957	26571.008	12653.043	24467.011	24313.012	29638.912	17973.949
sp|P35579|MYH9_HUMAN	NA	16185.979	9149.015	7946.978	8042.029	8240.009	9221.994	NA	5933.987	11044.969	4441.982	6825.986	3048.999	NA	9176.023	3385.988	5772.998	5487.028	15684.041	10260.95	12666.983	6079.962	8054.02	16659.015	4169.019	13283.001	17532.02	6470.988	11141.955	7958.987	1840.996	9310.018	7854.022	NA	NA	12559.033	NA	2051.021	NA	8869.991	8738.961	12427.998	7013.016	10765.995	6507.968	12791.011	NA	10569.026	6791.979
sp|P35580|MYH10_HUMAN	NA	1606.008	NA	NA	NA	NA	NA	NA	NA	893.007	NA	NA	NA	510.0031	NA	NA	NA	2306.989	NA	5246.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1420.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2285.011	NA	NA	NA
sp|P35606|COPB2_HUMAN	44827.99	75130.08	62355.88	34507.956	50631.028	52704.09	33002.026	29322.994	45415.925	61501.81	37085.941	2202.995	6577.009	34519.97	35526.126	15825.932	27153.946	64330.92	79785.08	58571.035	45181.018	46913.92	65044.93	25884.04	74409.14	66451.88	63842.05	28628.032	52141.06	7720.992	33215.982	67405.04	56154.95	78272.78	42652.97	52249.01	37775.022	70741.05	41181.06	33635.144	50058.876	41658.01	50306.89	59879.16	32577.945	48240.03	60459.97	69307.91	42774.033
sp|P35610|SOAT1_HUMAN	8267.995	10508.998	5266.998	3344.965	7103.015	4911.003	9757.042	1285.991	9569.014	7803.99	12471.042	NA	NA	8015.063	2340.0024	NA	1651.991	22581.034	22834.003	16293	2756.022	22484.075	22331.953	1706.993	25250.09	NA	19752.006	1576.999	10203.962	1450.012	3667.0168	3462.991	15371.018	16207.967	8874.969	3057.988	NA	11196.028	6823.008	3108.983	18125.019	17083.989	17264.015	11654.95	2202.021	8819.975	12752.997	9237.974	2580.991
sp|P35611|ADDA_HUMAN	1097213.3	1515945	1376888.2	1714582.2	1551689.8	1360145.9	1564185.4	1668327	1683539.3	1752453.6	1861034.3	1220225.8	1015341.8	1746497.1	479881.03	782606.7	957851.7	1794017.6	2039913.3	1485485.1	888804.6	1574968.6	2128933.8	354705.76	1319092.5	1263538.5	1271342.5	1025945.7	1221100.5	1000447.6	1059038.1	1455970.8	1686237.6	1790005.1	876359.4	2938689.2	918315.7	1617885.3	1131210.8	1140581.8	1097662.5	1366005.9	1164272.4	1299714.3	810332.6	1812321.1	1036082	1806451.6	828831.5
